0.9666609,0.033339106
0.53322774,0.4667722
0.77568126,0.22431877
0.69899005,0.30100995
0.5902878,0.40971217
0.38064614,0.6193539
0.96280223,0.03719778
0.76613915,0.23386085
0.35253266,0.6474674
0.9987435,0.0012565978
0.9864775,0.013522515
0.9132755,0.08672456
0.1526307,0.8473693
0.30942467,0.69057536
0.1379111,0.8620889
0.06550393,0.9344961
0.66959614,0.3304039
0.8673878,0.13261215
0.6039899,0.3960101
0.93482864,0.06517133
0.16442351,0.8355765
0.52456766,0.47543237
0.6556867,0.34431332
0.050036833,0.94996315
0.6651718,0.33482823
0.7437587,0.25624135
0.11376948,0.8862305
0.7755555,0.22444451
0.06872729,0.9312727
0.2313318,0.7686682
0.15576608,0.84423393
0.04527675,0.95472324
0.058332454,0.94166756
0.074909106,0.9250909
0.3681652,0.6318348
0.6601754,0.3398246
0.8772596,0.12274045
0.23614036,0.7638596
0.47883084,0.5211692
0.942843,0.057157036
0.10307822,0.89692175
0.08425254,0.9157475
0.84345883,0.15654117
0.9472791,0.052720953
0.19345829,0.8065417
0.85231304,0.14768696
0.06103674,0.9389633
0.11698092,0.8830191
0.5694372,0.43056285
0.21887079,0.7811292
0.4438034,0.5561966
0.8642393,0.13576075
0.47442722,0.5255728
0.9524618,0.047538184
0.24726973,0.75273025
0.71068424,0.28931582
0.09246082,0.9075392
0.6550437,0.34495625
0.11017623,0.8898238
0.12371812,0.8762819
0.111043826,0.8889561
0.059274804,0.94072515
0.7159548,0.2840452
0.15384355,0.8461564
0.6170026,0.38299736
0.5213747,0.4786253
0.5742741,0.42572585
0.53155947,0.46844056
0.76400554,0.23599443
0.9969073,0.0030927367
0.64754784,0.3524522
0.53943133,0.46056873
0.3688786,0.6311214
0.08174031,0.9182597
0.6658049,0.3341951
0.34824067,0.6517593
0.64567745,0.35432255
0.5000493,0.4999507
0.6347122,0.36528778
0.80090946,0.19909054
0.7611262,0.23887376
0.16369772,0.8363023
0.37587526,0.62412477
0.90903515,0.09096486
0.31700408,0.6829959
0.71211475,0.28788528
0.065020174,0.9349798
0.23965262,0.7603473
0.09007119,0.9099288
0.61028683,0.38971317
0.19623,0.80376995
0.21444754,0.78555244
0.9673373,0.03266271
0.8296789,0.17032109
0.47053552,0.5294645
0.11745178,0.8825483
0.2912017,0.7087983
0.8963635,0.103636526
0.089218795,0.9107812
0.3726448,0.62735516
0.6466626,0.3533374
0.24046345,0.75953656
0.87025994,0.12974006
0.9307909,0.06920902
0.855428,0.14457203
0.31389356,0.68610644
0.29444355,0.7055565
0.21480566,0.78519434
0.9894806,0.010519404
0.19024952,0.80975044
0.058332454,0.94166756
0.26697218,0.7330279
0.22670008,0.7733
0.051325075,0.948675
0.104253426,0.89574665
0.3316355,0.66836447
0.16477682,0.83522314
0.9401985,0.059801463
0.34499356,0.6550064
0.3061025,0.6938975
0.2938571,0.70614284
0.49776992,0.50223005
0.9318975,0.06810248
0.9225914,0.077408545
