,model,num_layers,drop_ratio,batch_size,pre_best_acc,pre_best_acc_auc,tp,tn,fp,fn,recall,f1,mcc,pre_best_auc,pre_best_auc_acc,pre_best_acc_epoch,test_acc,test_auc,ppr,npr,tr,ta
0,Transformer,2,0.0,200,0.5693780183792114,0.5894268868264494,936,1206,667,953,0.49550026469031233,0.536082474226804,0.14093351932989268,0.6173440128973287,0.5502392053604126,12,0.569377990430622,0,0.5839051777916406,0.5585919407132932,668.0,0.569377990430622
